"id","block","condition","stim","stim_cat","frequency","response","rt","censor"
"1","1","speed","1748","word","high","word",0.494,FALSE
"1","1","speed","2006","word","low","word",0.549,FALSE
"1","1","speed","1753","word","high","word",0.411,FALSE
"1","1","speed","6088","nonword","nw_very_low","word",0.441,FALSE
"1","1","speed","3376","word","very_low","word",0.852,FALSE
"1","1","speed","1041","word","high","word",0.521,FALSE
"1","1","speed","4282","nonword","nw_high","nonword",0.652,FALSE
"1","1","speed","3546","word","very_low","nonword",0.696,FALSE
"1","1","speed","4161","nonword","nw_high","nonword",0.675,FALSE
"1","1","speed","2284","word","low","nonword",0.363,FALSE
"1","1","speed","2597","word","low","nonword",0.489,FALSE
"1","1","speed","2528","word","low","word",0.436,FALSE
"1","1","speed","5425","nonword","nw_low","nonword",0.436,FALSE
"1","1","speed","3479","word","very_low","word",0.426,FALSE
"1","1","speed","3386","word","very_low","word",0.441,FALSE
"1","1","speed","4195","nonword","nw_high","nonword",0.475,FALSE
"1","1","speed","5147","nonword","nw_low","word",0.729,FALSE
"1","1","speed","1169","word","high","nonword",0.505,FALSE
"1","1","speed","5796","nonword","nw_low","nonword",0.734,FALSE
"1","1","speed","6489","nonword","nw_very_low","nonword",0.48,FALSE
"1","1","speed","5258","nonword","nw_low","nonword",0.441,FALSE
"1","1","speed","3015","word","very_low","word",0.445,FALSE
"1","1","speed","3199","word","very_low","word",0.49,FALSE
"1","1","speed","4343","nonword","nw_high","nonword",0.602,FALSE
"1","2","accuracy","5511","nonword","nw_low","nonword",0.543,FALSE
"1","2","accuracy","1400","word","high","word",0.406,FALSE
"1","2","accuracy","2774","word","low","word",0.47,FALSE
"1","2","accuracy","2265","word","low","word",0.441,FALSE
"1","2","accuracy","1153","word","high","word",0.451,FALSE
"1","2","accuracy","1558","word","high","word",0.401,FALSE
"1","2","accuracy","3689","word","very_low","word",0.48,FALSE
"1","2","accuracy","5661","nonword","nw_low","nonword",0.465,FALSE
"1","2","accuracy","3175","word","very_low","nonword",0.47,FALSE
"1","2","accuracy","6640","nonword","nw_very_low","nonword",0.923,FALSE
"1","2","accuracy","3407","word","very_low","word",0.671,FALSE
"1","2","accuracy","6658","nonword","nw_very_low","nonword",0.602,FALSE
"1","2","accuracy","2305","word","low","word",0.661,FALSE
"1","2","accuracy","4292","nonword","nw_high","nonword",0.847,FALSE
"1","2","accuracy","3470","word","very_low","word",0.651,FALSE
"1","2","accuracy","6611","nonword","nw_very_low","word",1.332,FALSE
"1","2","accuracy","4199","nonword","nw_high","nonword",0.575,FALSE
"1","2","accuracy","2415","word","low","word",0.593,FALSE
"1","2","accuracy","6282","nonword","nw_very_low","nonword",0.661,FALSE
"1","2","accuracy","4512","nonword","nw_high","nonword",1.018,FALSE
"1","2","accuracy","6552","nonword","nw_very_low","nonword",0.627,FALSE
"1","2","accuracy","5491","nonword","nw_low","nonword",0.499,FALSE
"1","2","accuracy","5174","nonword","nw_low","nonword",0.813,FALSE
"1","2","accuracy","5599","nonword","nw_low","nonword",0.539,FALSE
"1","2","accuracy","4046","nonword","nw_high","nonword",0.812,FALSE
"1","2","accuracy","4797","nonword","nw_high","nonword",0.431,FALSE
"1","2","accuracy","4258","nonword","nw_high","word",0.642,FALSE
"1","2","accuracy","4304","nonword","nw_high","nonword",0.477,FALSE
"1","2","accuracy","1776","word","high","word",0.534,FALSE
"1","2","accuracy","5808","nonword","nw_low","nonword",0.778,FALSE
"1","2","accuracy","6035","nonword","nw_very_low","nonword",0.49,FALSE
"1","2","accuracy","5441","nonword","nw_low","nonword",0.46,FALSE
"1","2","accuracy","5301","nonword","nw_low","nonword",0.48,FALSE
"1","2","accuracy","3274","word","very_low","nonword",0.588,FALSE
"1","2","accuracy","4031","nonword","nw_high","nonword",0.707,FALSE
"1","2","accuracy","6462","nonword","nw_very_low","nonword",0.461,FALSE
"1","2","accuracy","5633","nonword","nw_low","nonword",0.51,FALSE
"1","2","accuracy","4646","nonword","nw_high","word",0.573,FALSE
"1","2","accuracy","6066","nonword","nw_very_low","nonword",0.379,FALSE
"1","2","accuracy","6237","nonword","nw_very_low","nonword",0.5,FALSE
"1","2","accuracy","5296","nonword","nw_low","nonword",0.49,FALSE
"1","2","accuracy","5056","nonword","nw_low","nonword",0.872,FALSE
"1","2","accuracy","3380","word","very_low","word",0.661,FALSE
"1","2","accuracy","3448","word","very_low","word",0.558,FALSE
"1","2","accuracy","3496","word","very_low","word",0.705,FALSE
"1","2","accuracy","2134","word","low","word",0.519,FALSE
"1","2","accuracy","5638","nonword","nw_low","nonword",0.573,FALSE
"1","2","accuracy","2306","word","low","word",0.543,FALSE
"1","2","accuracy","6608","nonword","nw_very_low","word",1.273,FALSE
"1","2","accuracy","6357","nonword","nw_very_low","nonword",0.605,FALSE
"1","2","accuracy","3040","word","very_low","word",0.739,FALSE
"1","2","accuracy","1207","word","high","word",0.559,FALSE
"1","2","accuracy","6134","nonword","nw_very_low","nonword",0.544,FALSE
"1","2","accuracy","5714","nonword","nw_low","word",0.827,FALSE
"1","2","accuracy","1692","word","high","word",0.659,FALSE
"1","2","accuracy","1750","word","high","word",0.539,FALSE
"1","2","accuracy","3398","word","very_low","word",0.705,FALSE
"1","2","accuracy","2165","word","low","word",0.685,FALSE
"1","2","accuracy","2708","word","low","word",0.451,FALSE
"1","2","accuracy","1366","word","high","word",0.48,FALSE
"1","2","accuracy","2262","word","low","word",0.499,FALSE
"1","2","accuracy","6614","nonword","nw_very_low","nonword",0.808,FALSE
"1","2","accuracy","3244","word","very_low","word",0.641,FALSE
"1","2","accuracy","4768","nonword","nw_high","nonword",0.564,FALSE
"1","2","accuracy","2559","word","low","word",0.789,FALSE
"1","2","accuracy","5760","nonword","nw_low","nonword",0.729,FALSE
"1","2","accuracy","5107","nonword","nw_low","nonword",0.666,FALSE
"1","2","accuracy","5509","nonword","nw_low","nonword",0.49,FALSE
"1","2","accuracy","4026","nonword","nw_high","nonword",0.785,FALSE
"1","2","accuracy","1483","word","high","word",0.514,FALSE
"1","2","accuracy","1212","word","high","word",0.49,FALSE
"1","2","accuracy","3039","word","very_low","word",0.588,FALSE
"1","2","accuracy","2079","word","low","word",0.529,FALSE
"1","2","accuracy","3520","word","very_low","word",0.499,FALSE
"1","2","accuracy","3023","word","very_low","word",0.49,FALSE
"1","2","accuracy","4102","nonword","nw_high","nonword",0.583,FALSE
"1","2","accuracy","2424","word","low","word",0.808,FALSE
"1","2","accuracy","6739","nonword","nw_very_low","nonword",0.691,FALSE
"1","2","accuracy","1624","word","high","word",0.632,FALSE
"1","2","accuracy","4342","nonword","nw_high","word",0.921,FALSE
"1","2","accuracy","2260","word","low","nonword",0.605,FALSE
"1","2","accuracy","4793","nonword","nw_high","nonword",0.884,FALSE
"1","2","accuracy","1485","word","high","word",0.582,FALSE
"1","2","accuracy","2555","word","low","word",0.48,FALSE
"1","2","accuracy","4313","nonword","nw_high","word",0.451,FALSE
"1","2","accuracy","6259","nonword","nw_very_low","nonword",0.722,FALSE
"1","2","accuracy","3133","word","very_low","nonword",1.282,FALSE
"1","2","accuracy","6302","nonword","nw_very_low","nonword",1.002,FALSE
"1","2","accuracy","1769","word","high","word",0.543,FALSE
"1","2","accuracy","1706","word","high","word",0.5,FALSE
"1","2","accuracy","4164","nonword","nw_high","nonword",0.67,FALSE
"1","2","accuracy","2247","word","low","nonword",2.399,FALSE
"1","2","accuracy","1054","word","high","word",0.595,FALSE
"1","2","accuracy","1629","word","high","word",0.509,FALSE
"1","2","accuracy","2648","word","low","word",0.686,FALSE
"1","2","accuracy","3741","word","very_low","word",0.46,FALSE
"1","3","speed","3694","word","very_low","word",0.949,FALSE
"1","3","speed","2684","word","low","word",0.581,FALSE
"1","3","speed","3452","word","very_low","word",0.852,FALSE
"1","3","speed","4659","nonword","nw_high","nonword",0.702,FALSE
"1","3","speed","2519","word","low","word",0.671,FALSE
"1","3","speed","1811","word","high","word",0.45,FALSE
"1","3","speed","1746","word","high","word",0.48,FALSE
"1","3","speed","1534","word","high","word",0.431,FALSE
"1","3","speed","1713","word","high","word",0.431,FALSE
"1","3","speed","1505","word","high","word",0.461,FALSE
"1","3","speed","5371","nonword","nw_low","nonword",0.495,FALSE
"1","3","speed","6048","nonword","nw_very_low","nonword",0.5,FALSE
"1","3","speed","4301","nonword","nw_high","nonword",0.665,FALSE
"1","3","speed","6596","nonword","nw_very_low","nonword",0.539,FALSE
"1","3","speed","1137","word","high","word",0.534,FALSE
"1","3","speed","6181","nonword","nw_very_low","nonword",0.553,FALSE
"1","3","speed","4702","nonword","nw_high","nonword",0.725,FALSE
"1","3","speed","6502","nonword","nw_very_low","nonword",0.646,FALSE
"1","3","speed","1415","word","high","word",0.455,FALSE
"1","3","speed","3108","word","very_low","word",0.94,FALSE
"1","3","speed","2722","word","low","word",0.444,FALSE
"1","3","speed","5280","nonword","nw_low","nonword",0.515,FALSE
"1","3","speed","2455","word","low","word",0.406,FALSE
"1","3","speed","2602","word","low","word",0.441,FALSE
"1","3","speed","1636","word","high","word",0.46,FALSE
"1","3","speed","6268","nonword","nw_very_low","nonword",0.563,FALSE
"1","3","speed","4088","nonword","nw_high","nonword",0.559,FALSE
"1","3","speed","2720","word","low","word",0.387,FALSE
"1","3","speed","3041","word","very_low","word",0.539,FALSE
"1","3","speed","1109","word","high","word",0.411,FALSE
"1","3","speed","4614","nonword","nw_high","nonword",0.603,FALSE
"1","3","speed","3209","word","very_low","word",0.553,FALSE
"1","3","speed","4243","nonword","nw_high","nonword",0.573,FALSE
"1","3","speed","2366","word","low","word",0.759,FALSE
"1","3","speed","6719","nonword","nw_very_low","nonword",0.732,FALSE
"1","3","speed","6113","nonword","nw_very_low","nonword",0.734,FALSE
"1","3","speed","5833","nonword","nw_low","nonword",0.822,FALSE
"1","3","speed","1352","word","high","word",0.741,FALSE
"1","3","speed","2154","word","low","word",0.539,FALSE
"1","3","speed","3348","word","very_low","word",0.47,FALSE
"1","3","speed","3093","word","very_low","word",0.421,FALSE
"1","3","speed","3471","word","very_low","nonword",0.612,FALSE
"1","3","speed","1438","word","high","word",0.524,FALSE
"1","3","speed","4379","nonword","nw_high","nonword",0.603,FALSE
"1","3","speed","6062","nonword","nw_very_low","nonword",0.528,FALSE
"1","3","speed","2115","word","low","nonword",0.461,FALSE
"1","3","speed","6264","nonword","nw_very_low","nonword",0.734,FALSE
"1","3","speed","6334","nonword","nw_very_low","nonword",0.676,FALSE
"1","3","speed","3205","word","very_low","word",0.533,FALSE
"1","3","speed","5579","nonword","nw_low","nonword",0.592,FALSE
"1","3","speed","6377","nonword","nw_very_low","nonword",0.411,FALSE
"1","3","speed","5755","nonword","nw_low","nonword",0.441,FALSE
"1","3","speed","4380","nonword","nw_high","nonword",0.441,FALSE
"1","3","speed","4044","nonword","nw_high","nonword",0.45,FALSE
"1","3","speed","5068","nonword","nw_low","nonword",0.441,FALSE
"1","3","speed","5713","nonword","nw_low","nonword",0.46,FALSE
"1","3","speed","6474","nonword","nw_very_low","word",0.798,FALSE
"1","3","speed","5588","nonword","nw_low","nonword",0.439,FALSE
"1","3","speed","5457","nonword","nw_low","nonword",0.44,FALSE
"1","3","speed","3423","word","very_low","word",0.72,FALSE
"1","3","speed","3054","word","very_low","word",0.607,FALSE
"1","3","speed","2021","word","low","word",0.431,FALSE
"1","3","speed","3006","word","very_low","word",0.48,FALSE
"1","3","speed","1486","word","high","word",0.431,FALSE
"1","3","speed","5503","nonword","nw_low","nonword",0.544,FALSE
"1","3","speed","6602","nonword","nw_very_low","nonword",0.372,FALSE
"1","3","speed","3044","word","very_low","word",0.69,FALSE
"1","3","speed","4072","nonword","nw_high","nonword",0.524,FALSE
"1","3","speed","4320","nonword","nw_high","nonword",0.49,FALSE
"1","3","speed","3558","word","very_low","nonword",0.803,FALSE
"1","3","speed","5531","nonword","nw_low","nonword",0.541,FALSE
"1","3","speed","3236","word","very_low","word",0.553,FALSE
"1","3","speed","5705","nonword","nw_low","nonword",0.632,FALSE
"1","3","speed","3352","word","very_low","word",0.485,FALSE
"1","3","speed","6421","nonword","nw_very_low","nonword",0.769,FALSE
"1","3","speed","6359","nonword","nw_very_low","nonword",0.678,FALSE
"1","3","speed","2558","word","low","word",0.515,FALSE
"1","3","speed","4561","nonword","nw_high","nonword",0.613,FALSE
"1","3","speed","2702","word","low","word",0.554,FALSE
"1","3","speed","5667","nonword","nw_low","nonword",0.641,FALSE
"1","3","speed","5451","nonword","nw_low","nonword",0.451,FALSE
"1","3","speed","1033","word","high","word",0.416,FALSE
"1","3","speed","2248","word","low","word",0.451,FALSE
"1","3","speed","5804","nonword","nw_low","nonword",0.525,FALSE
"1","3","speed","2626","word","low","word",0.436,FALSE
"1","3","speed","6721","nonword","nw_very_low","nonword",0.475,FALSE
"1","3","speed","2438","word","low","word",0.397,FALSE
"1","3","speed","4275","nonword","nw_high","nonword",0.534,FALSE
"1","3","speed","4608","nonword","nw_high","nonword",0.656,FALSE
"1","3","speed","2267","word","low","word",0.426,FALSE
"1","3","speed","1284","word","high","word",0.431,FALSE
"1","3","speed","5734","nonword","nw_low","nonword",0.504,FALSE
"1","3","speed","1399","word","high","word",0.446,FALSE
"1","3","speed","1525","word","high","nonword",0.582,FALSE
"1","3","speed","4687","nonword","nw_high","nonword",1.929,FALSE
"1","3","speed","4775","nonword","nw_high","nonword",0.952,FALSE
"1","4","accuracy","6021","nonword","nw_very_low","nonword",0.758,FALSE
"1","4","accuracy","2011","word","low","word",0.475,FALSE
"1","4","accuracy","4174","nonword","nw_high","nonword",0.524,FALSE
"1","4","accuracy","5687","nonword","nw_low","nonword",0.539,FALSE
"1","4","accuracy","6249","nonword","nw_very_low","nonword",0.744,FALSE
"1","4","accuracy","2632","word","low","word",0.837,FALSE
"1","4","accuracy","2076","word","low","word",0.578,FALSE
"1","4","accuracy","2701","word","low","word",0.724,FALSE
"1","4","accuracy","5812","nonword","nw_low","nonword",0.651,FALSE
"1","4","accuracy","3293","word","very_low","word",0.75,FALSE
"1","4","accuracy","2359","word","low","word",0.568,FALSE
"1","4","accuracy","5292","nonword","nw_low","nonword",1.18,FALSE
"1","4","accuracy","3131","word","very_low","word",0.642,FALSE
"1","4","accuracy","6733","nonword","nw_very_low","nonword",0.592,FALSE
"1","4","accuracy","4527","nonword","nw_high","nonword",0.666,FALSE
"1","4","accuracy","1188","word","high","word",0.485,FALSE
"1","4","accuracy","2712","word","low","word",0.528,FALSE
"1","4","accuracy","5237","nonword","nw_low","nonword",0.661,FALSE
"1","4","accuracy","1541","word","high","word",0.466,FALSE
"1","4","accuracy","5799","nonword","nw_low","nonword",0.621,FALSE
"1","4","accuracy","5082","nonword","nw_low","nonword",0.52,FALSE
"1","4","accuracy","3472","word","very_low","word",0.583,FALSE
"1","4","accuracy","2358","word","low","word",0.539,FALSE
"1","4","accuracy","3375","word","very_low","nonword",0.954,FALSE
"1","4","accuracy","3575","word","very_low","nonword",0.63,FALSE
"1","4","accuracy","3540","word","very_low","word",0.595,FALSE
"1","4","accuracy","3695","word","very_low","word",0.577,FALSE
"1","4","accuracy","6298","nonword","nw_very_low","nonword",0.945,FALSE
"1","4","accuracy","5706","nonword","nw_low","nonword",0.568,FALSE
"1","4","accuracy","1398","word","high","word",0.475,FALSE
"1","4","accuracy","3317","word","very_low","word",0.646,FALSE
"1","4","accuracy","1808","word","high","word",0.529,FALSE
"1","4","accuracy","2748","word","low","word",0.784,FALSE
"1","4","accuracy","4488","nonword","nw_high","nonword",0.603,FALSE
"1","4","accuracy","6593","nonword","nw_very_low","nonword",0.675,FALSE
"1","4","accuracy","6355","nonword","nw_very_low","nonword",0.49,FALSE
"1","4","accuracy","1108","word","high","word",0.455,FALSE
"1","4","accuracy","2423","word","low","word",0.608,FALSE
"1","4","accuracy","1710","word","high","word",0.538,FALSE
"1","4","accuracy","6581","nonword","nw_very_low","nonword",0.514,FALSE
"1","4","accuracy","6146","nonword","nw_very_low","nonword",0.952,FALSE
"1","4","accuracy","2816","word","low","word",0.563,FALSE
"1","4","accuracy","6734","nonword","nw_very_low","nonword",0.778,FALSE
"1","4","accuracy","1142","word","high","word",0.505,FALSE
"1","4","accuracy","5652","nonword","nw_low","nonword",0.73,FALSE
"1","4","accuracy","3732","word","very_low","nonword",0.588,FALSE
"1","4","accuracy","1019","word","high","word",0.536,FALSE
"1","4","accuracy","2591","word","low","word",0.627,FALSE
"1","4","accuracy","6568","nonword","nw_very_low","nonword",0.563,FALSE
"1","4","accuracy","4211","nonword","nw_high","nonword",0.94,FALSE
"1","4","accuracy","5309","nonword","nw_low","nonword",0.47,FALSE
"1","4","accuracy","3557","word","very_low","word",0.504,FALSE
"1","4","accuracy","1146","word","high","word",0.519,FALSE
"1","4","accuracy","6591","nonword","nw_very_low","nonword",0.661,FALSE
"1","4","accuracy","3714","word","very_low","word",0.73,FALSE
"1","4","accuracy","4665","nonword","nw_high","nonword",0.583,FALSE
"1","4","accuracy","1056","word","high","word",0.416,FALSE
"1","4","accuracy","2067","word","low","word",0.774,FALSE
"1","4","accuracy","2163","word","low","nonword",0.504,FALSE
"1","4","accuracy","4740","nonword","nw_high","nonword",0.571,FALSE
"1","4","accuracy","4564","nonword","nw_high","nonword",0.568,FALSE
"1","4","accuracy","3073","word","very_low","nonword",0.989,FALSE
"1","4","accuracy","3186","word","very_low","word",0.742,FALSE
"1","4","accuracy","6061","nonword","nw_very_low","nonword",0.729,FALSE
"1","4","accuracy","5658","nonword","nw_low","nonword",0.539,FALSE
"1","4","accuracy","4125","nonword","nw_high","nonword",1.135,FALSE
"1","4","accuracy","5330","nonword","nw_low","nonword",0.519,FALSE
"1","4","accuracy","1334","word","high","word",0.505,FALSE
"1","4","accuracy","3029","word","very_low","word",0.46,FALSE
"1","4","accuracy","4382","nonword","nw_high","nonword",0.643,FALSE
"1","4","accuracy","2180","word","low","word",0.446,FALSE
"1","4","accuracy","5368","nonword","nw_low","nonword",0.778,FALSE
"1","4","accuracy","4377","nonword","nw_high","nonword",0.646,FALSE
"1","4","accuracy","1465","word","high","word",0.544,FALSE
"1","4","accuracy","4435","nonword","nw_high","word",0.656,FALSE
"1","4","accuracy","4202","nonword","nw_high","nonword",0.977,FALSE
"1","4","accuracy","4504","nonword","nw_high","nonword",1.116,FALSE
"1","4","accuracy","5483","nonword","nw_low","nonword",0.499,FALSE
"1","4","accuracy","3628","word","very_low","word",0.887,FALSE
"1","4","accuracy","5740","nonword","nw_low","nonword",0.564,FALSE
"1","4","accuracy","1689","word","high","word",0.495,FALSE
"1","4","accuracy","6128","nonword","nw_very_low","nonword",0.544,FALSE
"1","4","accuracy","5093","nonword","nw_low","nonword",0.949,FALSE
"1","4","accuracy","1071","word","high","word",0.622,FALSE
"1","4","accuracy","4130","nonword","nw_high","nonword",0.73,FALSE
"1","4","accuracy","6119","nonword","nw_very_low","nonword",0.48,FALSE
"1","4","accuracy","1493","word","high","word",0.446,FALSE
"1","4","accuracy","3213","word","very_low","word",0.666,FALSE
"1","4","accuracy","2709","word","low","word",0.578,FALSE
"1","4","accuracy","4263","nonword","nw_high","nonword",0.67,FALSE
"1","4","accuracy","4658","nonword","nw_high","nonword",0.607,FALSE
"1","4","accuracy","2057","word","low","word",0.544,FALSE
"1","4","accuracy","1376","word","high","nonword",0.465,FALSE
"1","4","accuracy","5767","nonword","nw_low","nonword",0.6,FALSE
"1","4","accuracy","6429","nonword","nw_very_low","nonword",0.49,FALSE
"1","4","accuracy","6303","nonword","nw_very_low","nonword",0.499,FALSE
"1","5","speed","4452","nonword","nw_high","nonword",0.621,FALSE
"1","5","speed","1104","word","high","word",0.407,FALSE
"1","5","speed","6456","nonword","nw_very_low","nonword",0.445,FALSE
"1","5","speed","4529","nonword","nw_high","nonword",0.451,FALSE
"1","5","speed","1523","word","high","word",0.416,FALSE
"1","5","speed","4024","nonword","nw_high","nonword",0.622,FALSE
"1","5","speed","2128","word","low","word",0.407,FALSE
"1","5","speed","1234","word","high","word",0.412,FALSE
"1","5","speed","1329","word","high","word",0.411,FALSE
"1","5","speed","6729","nonword","nw_very_low","nonword",0.779,FALSE
"1","5","speed","1684","word","high","word",0.507,FALSE
"1","5","speed","5690","nonword","nw_low","nonword",0.71,FALSE
"1","5","speed","2490","word","low","word",0.592,FALSE
"1","5","speed","4436","nonword","nw_high","nonword",0.495,FALSE
"1","5","speed","6197","nonword","nw_very_low","nonword",0.607,FALSE
"1","5","speed","1430","word","high","word",0.602,FALSE
"1","5","speed","4337","nonword","nw_high","nonword",0.553,FALSE
"1","5","speed","2099","word","low","word",0.563,FALSE
"1","5","speed","2575","word","low","word",0.559,FALSE
"1","5","speed","5567","nonword","nw_low","nonword",0.583,FALSE
"1","5","speed","2730","word","low","word",0.475,FALSE
"1","5","speed","3163","word","very_low","word",0.529,FALSE
"1","5","speed","5657","nonword","nw_low","nonword",0.573,FALSE
"1","5","speed","1055","word","high","word",0.367,FALSE
"1","5","speed","1287","word","high","word",0.431,FALSE
"1","5","speed","5141","nonword","nw_low","nonword",0.827,FALSE
"1","5","speed","4242","nonword","nw_high","nonword",0.629,FALSE
"1","5","speed","6122","nonword","nw_very_low","nonword",0.421,FALSE
"1","5","speed","3127","word","very_low","word",0.475,FALSE
"1","5","speed","5545","nonword","nw_low","nonword",0.69,FALSE
"1","5","speed","4532","nonword","nw_high","nonword",0.529,FALSE
"1","5","speed","2773","word","low","nonword",0.392,FALSE
"1","5","speed","4009","nonword","nw_high","nonword",1.096,FALSE
"1","5","speed","3332","word","very_low","word",0.664,FALSE
"1","5","speed","3492","word","very_low","word",0.93,FALSE
"1","5","speed","1362","word","high","word",0.404,FALSE
"1","5","speed","2828","word","low","word",0.558,FALSE
"1","5","speed","4200","nonword","nw_high","nonword",0.563,FALSE
"1","5","speed","5111","nonword","nw_low","nonword",0.5,FALSE
"1","5","speed","6486","nonword","nw_very_low","nonword",0.509,FALSE
"1","5","speed","1770","word","high","word",0.495,FALSE
"1","5","speed","5736","nonword","nw_low","nonword",0.69,FALSE
"1","5","speed","3250","word","very_low","word",0.485,FALSE
"1","5","speed","1635","word","high","word",0.597,FALSE
"1","5","speed","3283","word","very_low","word",0.51,FALSE
"1","5","speed","1431","word","high","word",0.451,FALSE
"1","5","speed","2662","word","low","word",0.431,FALSE
"1","5","speed","4042","nonword","nw_high","word",0.451,FALSE
"1","5","speed","6425","nonword","nw_very_low","nonword",0.622,FALSE
"1","5","speed","3141","word","very_low","word",1.679,FALSE
"1","5","speed","2407","word","low","word",0.737,FALSE
"1","5","speed","6032","nonword","nw_very_low","nonword",0.643,FALSE
"1","5","speed","6069","nonword","nw_very_low","nonword",0.47,FALSE
"1","5","speed","3726","word","very_low","word",0.681,FALSE
"1","5","speed","5814","nonword","nw_low","nonword",0.583,FALSE
"1","5","speed","6178","nonword","nw_very_low","nonword",0.402,FALSE
"1","5","speed","3585","word","very_low","word",0.69,FALSE
"1","5","speed","6221","nonword","nw_very_low","word",0.598,FALSE
"1","5","speed","3028","word","very_low","nonword",0.533,FALSE
"1","5","speed","3372","word","very_low","word",0.564,FALSE
"1","5","speed","1368","word","high","word",0.451,FALSE
"1","5","speed","1106","word","high","word",0.451,FALSE
"1","5","speed","5790","nonword","nw_low","nonword",0.592,FALSE
"1","5","speed","3413","word","very_low","nonword",0.49,FALSE
"1","5","speed","2849","word","low","word",0.503,FALSE
